ocupacion_observatorio,ocupacion_cuoc_match_1,score_1,ocupacion_cuoc_match_2,score_2,confianza,requiere_revision
Funcionarios de regulación,FUNCIONARIO DE REGULACIÓN / FUNCIONARIA DE REGULACIÓN,0.741,OFICIAL DE NAVEGACIÓN,0.638,ALTA,False
Ayudantes de Otros Oficios,AYUDANTE DE OTROS OFICIOS,1.18,AYUDANTE DE ZOOLÓGICO,0.723,ALTA,False
"Supervisores de fabricación de productos de tela, cuero y piel","SUPERVISOR DE FABRICACIÓN DE PRODUCTOS DE TELA, CUERO Y PIEL / SUPERVISORA DE FABRICACIÓN DE PRODUCTOS DE TELA, CUERO Y PIEL",1.148,SUPERVISOR DE CORTE DE PRODUCTOS DE TELA PIEL Y CUERO / SUPERVISORA DE CORTE DE PRODUCTOS DE TELA PIEL Y CUERO,0.965,ALTA,False
9215,ANIMADOR 2D / ANIMADORA 2D,0.069,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.043,BAJA,True
9332,ANIMADOR 3D / ANIMADORA 3D,0.138,DISEÑADOR 3D / DISEÑADORA 3D,0.129,BAJA,True
Perforadores de Pozos de Gas y Petróleo y Trabajadores Relacionados,PERFORADOR SONDISTAS DE POZOS DE GAS Y PETRÓLEO / PERFORADORA SONDISTA DE POZOS DE GAS Y PETRÓLEO,0.926,PERFORADOR DE POZOS DE GAS / PERFORADORA DE POZOS DE GAS,0.905,ALTA,False
6211,MONTAJISTA 360,0.111,ANIMADOR 2D / ANIMADORA 2D,0.069,BAJA,True
Jueces,CUENTACUENTOS,0.526,INFLUENCER,0.5,MEDIA,True
Supervisores de moldeo de forja y montaje de estructuras metálicas,OPERARIO DE MOLDEO FORJA Y MONTAJE DE ESTRUCTURAS METÁLICAS / OPERARIA DE MOLDEO FORJA Y MONTAJE DE ESTRUCTURAS METÁLICAS,1.102,OPERARIO DE MONTAJE DE ESTRUCTURAS METÁLICAS / OPERARIA DE MONTAJE DE ESTRUCTURAS METÁLICAS,0.826,ALTA,False
Dibujantes Técnicos,DIBUJANTE DE MECÁNICA,0.7,DIBUJANTE CARICATURISTA,0.667,MEDIA,False
Ingenieros de automatización e instrumentación,INGENIERO DE AUTOMATIZACIÓN E INSTRUMENTACIÓN / INGENIERA DE AUTOMATIZACIÓN E INSTRUMENTACIÓN,0.952,INGENIERO DE PROCESOS DE AUTOMATIZACIÓN E INSTRUMENTACIÓN / INGENIERA DE PROCESOS DE AUTOMATIZACIÓN E INSTRUMENTACIÓN,0.868,ALTA,False
"Analistas, Asistentes y Asesores de Servicios Financieros",ANALISTA DE SERVICIOS FINANCIEROS,0.942,AUXILIAR DE SERVICIOS FINANCIEROS,0.874,ALTA,False
Artistas Creativos e Interpretativos,ANALISTA DE COMPRAS E IMPORTACIONES,0.663,AUXILIAR DE COMPRAS E INVENTARIOS,0.622,MEDIA,False
8424,ANIMADOR 2D / ANIMADORA 2D,0.069,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.043,BAJA,True
6332,ANIMADOR 3D / ANIMADORA 3D,0.138,DISEÑADOR 3D / DISEÑADORA 3D,0.129,BAJA,True
Electricistas de Vehículos Automotores,ELECTRICISTA DE VEHÍCULOS DE MOTOR,0.961,ENSAMBLADOR DE VEHÍCULOS AUTOMOTORES / ENSAMBLADORA DE VEHÍCULOS AUTOMOTORES,0.696,ALTA,False
4312,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
"Técnicos en Prevención, Gestión y Control Ambiental","TÉCNICO EN PREVENCIÓN, GESTIÓN Y CONTROL AMBIENTAL / TÉCNICA EN PREVENCIÓN, GESTIÓN Y CONTROL AMBIENTAL",1.053,TÉCNICO EN PREVENCIÓN AMBIENTAL / TÉCNICA EN PREVENCIÓN AMBIENTAL,0.849,ALTA,False
1123,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Guardafrenos y otros operadores ferroviarios,GUARDAFRENOS DE FERROCARRIL,0.748,GUARDAFRENOS DE TREN,0.631,ALTA,False
2153,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Urbanistas y Planificadores del Uso del Suelo,URBANISTA PLANIFICADOR DEL USO DEL SUELO / URBANISTA PLANIFICADORA DEL USO DEL SUELO,0.825,PLANIFICADOR DE MUSEOS / PLANIFICADORA DE MUSEOS,0.587,ALTA,False
Marineros de cubierta,CAPITÁN OFICIAL DE CUBIERTA,0.767,OFICIAL DE CUBIERTA,0.75,ALTA,False
6226,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
Administradores de Explotación Acuícola,ADMINISTRADOR DE EXPLOTACIÓN ACUÍCOLA / ADMINISTRADORA DE EXPLOTACIÓN ACUÍCOLA,0.838,AYUDANTE EN EXPLOTACIÓN PISCÍCOLA,0.822,ALTA,False
Ocupaciones técnicas relacionadas con museos y galerías,TÉCNICO DE MUSEOS / TÉCNICA DE MUSEOS,0.562,GERENTE DE CUENTA DE VENTAS TÉCNICAS / GERENTA DE CUENTA DE VENTAS TÉCNICAS,0.55,MEDIA,True
Mecánicos Electricistas,ELECTRICISTA,0.686,MECÁNICO ELECTRICISTA / MECÁNICA ELECTRICISTA,0.657,MEDIA,False
Técnicos en Archivística,TÉCNICO EN ARCHIVÍSTICA / TÉCNICA EN ARCHIVÍSTICA,0.739,TÉCNICO EN ARCHIVOS / TÉCNICA EN ARCHIVOS,0.688,ALTA,False
Joyeros y Relojeros,RELOJERO / RELOJERA,0.703,JOYERO / JOYERA,0.606,ALTA,False
"Auxiliares de Producción Audiovisual, de Eventos y Espectáculos",AUXILIAR DE PRODUCCIÓN DE EVENTOS Y ESPECTÁCULOS,1.173,AUXILIAR DE PRODUCCIÓN TÉCNICA MUSICAL DE EVENTOS,0.903,ALTA,False
Analistas de Crédito y Cobranzas,ANALISTA DE CRÉDITO Y COBRANZAS,1.184,AUXILIAR DE CRÉDITO Y COBRANZAS,1.057,ALTA,False
2142,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
Auxiliares administrativos en salud,AUXILIAR DE APOYO ADMINISTRATIVO EN SALUD,0.968,AUXILIAR DE REGISTRO Y ADMISIONES EN SALUD,0.775,ALTA,False
0114,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.039,BAJA,True
Pintores en procesos de manufactura,AYUDANTE DE MANUFACTURA,0.721,INGENIERO DE PROCESOS DE MANUFACTURA / INGENIERA DE PROCESOS DE MANUFACTURA,0.714,ALTA,False
Técnicos en desarrollo de productos para la asistencia en Salud,TÉCNICO EN DESARROLLO DE PRODUCTOS DE ASISTENCIA EN SALUD / TÉCNICA EN DESARROLLO DE PRODUCTOS DE ASISTENCIA EN SALUD,1.015,ASISTENTE INDUSTRIAL DE DESARROLLO DE PRODUCTOS / ASISTENTA INDUSTRIAL DE DESARROLLO DE PRODUCTOS,0.766,ALTA,False
Inspectores de Pruebas No destructivas,INSPECTOR DE PRUEBAS NO DESTRUCTIVAS / INSPECTORA DE PRUEBAS NO DESTRUCTIVAS,0.937,IMPRESOR DE PRUEBAS / IMPRESORA DE PRUEBAS,0.733,ALTA,False
"Gerentes de Biblioteca, Archivo, Museo y Galería de Arte",GERENTE DE BIBLIOTECA / GERENTA DE BIBLIOTECA,0.773,GUÍA DE GALERÍA DE ARTE,0.719,ALTA,False
6631,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Agricultores y administradores agropecuarios,ADMINISTRADOR AGROPECUARIO / ADMINISTRADORA AGROPECUARIA,0.667,AGRICULTOR ADMINISTRADOR AGROPECUARIA / AGRICULTORA ADMINISTRADORA AGROPECUARIA,0.623,MEDIA,False
Auxiliares de Producción Gráfica,AUXILIAR DE PRODUCCIÓN GRÁFICA,1.168,AUXILIAR DE CALIDAD EN PRODUCCIÓN GRÁFICA,1.022,ALTA,False
"Pilotos, ingenieros e instructores de vuelo",INSTRUCTOR DE VUELO / INSTRUCTORA DE VUELO,0.678,PERSONAL DE OPERACIONES DE VUELO,0.641,MEDIA,False
3112,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
"Directores y gerentes generales de producción de bienes, servicios públicos, transporte y construcción","GERENTE GENERAL DE PRODUCCIÓN DE BIENES, SERVICIOS PÚBLICOS, TRANSPORTE Y CONSTRUCCIÓN / GERENTA GENERAL DE PRODUCCIÓN DE BIENES, SERVICIOS PÚBLICOS, TRANSPORTE Y CONSTRUCCIÓN",1.222,GERENTE DE OPERACIONES DE SERVICIOS PÚBLICOS / GERENTA DE OPERACIONES DE SERVICIOS PÚBLICOS,0.705,ALTA,False
Auxiliares en servicios farmacéuticos,AUXILIAR EN SERVICIOS FARMACÉUTICOS,1.172,AUXILIAR EN SERVICIOS FUNERARIOS,0.912,ALTA,False
Enchapadores,ENCHAPADOR / ENCHAPADORA,0.629,ESCAPARATISTA,0.56,MEDIA,False
Oficiales de Policía,OFICIAL DE POLICÍA,1.047,SUBOFICIAL DE POLICÍA,0.978,ALTA,False
"Investigadores, Consultores y Funcionarios de Políticas de Ciencias Naturales y Aplicadas",GERENTE DE INVESTIGACIÓN Y DESARROLLO EN CIENCIAS NATURALES Y APLICADAS / GERENTA DE INVESTIGACIÓN Y DESARROLLO EN CIENCIAS NATURALES Y APLICADAS,0.74,ANALISTA DE POLÍTICAS DE RECURSOS NATURALES,0.704,ALTA,False
Instaladores de material aislante,INSTALADOR DE MATERIAL AISLANTE / INSTALADORA DE MATERIAL AISLANTE,0.833,INSTALADOR DE MATERIAL AISLANTE DE EDIFICIOS / INSTALADORA DE MATERIAL AISLANTE DE EDIFICIOS,0.7,ALTA,False
Inspectores de construcción,ELECTRICISTA DE CONSTRUCCIÓN,0.864,RESIDENTE DE CONSTRUCCIÓN,0.831,ALTA,False
Asistentes en Saneamiento Ambiental,ASISTENTE EN SANEAMIENTO AMBIENTAL / ASISTENTA EN SANEAMIENTO AMBIENTAL,0.848,ASISTENTE AMBIENTAL Y DE SANEAMIENTO / ASISTENTA AMBIENTAL Y DE SANEAMIENTO,0.824,ALTA,False
Auxiliar de policía,AUXILIAR DE POLICÍA,1.2,AUXILIAR DE TAPICERÍA,0.95,ALTA,False
7334,ANIMADOR 3D / ANIMADORA 3D,0.138,DISEÑADOR 3D / DISEÑADORA 3D,0.129,BAJA,True
"Locutores de Radio, Televisión y Otros Medios de Comunicación.",CORRESPONSAL DE MEDIOS DE COMUNICACIÓN,0.812,LOCUTOR DE TELEVISIÓN / LOCUTORA DE TELEVISIÓN,0.748,ALTA,False
Supervisores de servicios de Alojamiento y Hospedaje,SUPERVISOR DE SERVICIOS DE ALOJAMIENTO Y HOSPEDAJE / SUPERVISORA DE SERVICIOS DE ALOJAMIENTO Y HOSPEDAJE,0.945,GERENTE DE SERVICIO DE ALOJAMIENTO / GERENTA DE SERVICIO DE ALOJAMIENTO,0.707,ALTA,False
Operadores de Máquinas para la fabricación de Otros Productos,OPERADOR DE MÁQUINA PARA LA FABRICACIÓN DE PRODUCTOS DE PAPEL / OPERADORA DE MÁQUINA PARA LA FABRICACIÓN DE PRODUCTOS DE PAPEL,0.802,AYUDANTE EN FABRICACIÓN DE PRODUCTOS DE METAL,0.766,ALTA,False
Oficiales de Construcción,OFICIAL DE CONSTRUCCIÓN,1.058,OFICIAL DE CONSTRUCCIÓN CON TIERRA,0.88,ALTA,False
2281,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
Pintores y Empapeladores,EMPAPELADOR / EMPAPELADORA,0.653,MODELO PARA PINTORES / MODELO PARA PINTORAS,0.615,MEDIA,False
Técnicos operativos de tránsito,TÉCNICO OPERATIVO DE TRÁNSITO / TÉCNICA OPERATIVA DE TRÁNSITO,0.737,GUARDA DE TRÁNSITO,0.671,ALTA,False
Gerentes de programas de política educativa,GERENTE DE PROGRAMAS DE POLÍTICA EDUCATIVA / GERENTA DE PROGRAMAS DE POLÍTICA EDUCATIVA,0.951,DIRECTOR DE PROGRAMAS DE POLÍTICA EDUCATIVA / DIRECTORA DE PROGRAMAS DE POLÍTICA EDUCATIVA,0.876,ALTA,False
Otras ocupaciones elementales de los servicios nca,ASISTENTE DE AMBULANCIA Y OTRAS OCUPACIONES PARAMÉDICAS / ASISTENTA DE AMBULANCIA Y OTRAS OCUPACIONES PARAMÉDICAS,0.669,REPRESENTANTE DE SERVICIOS A LAS EMPRESAS,0.627,MEDIA,False
Operarios De Cementerios,PERIODISTA DE CRÍMENES,0.696,MODELO DE EVENTOS,0.634,MEDIA,False
1236,MONTAJISTA 360,0.222,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
4142,ANIMADOR 2D / ANIMADORA 2D,0.069,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.043,BAJA,True
Técnicos en Grabación de Audio y Vídeo,TÉCNICO DE GRABACIÓN DE AUDIO / TÉCNICA DE GRABACIÓN DE AUDIO,0.873,ASISTENTE TÉCNICO EN GRABACIÓN DE AUDIO / ASISTENTA TÉCNICA EN GRABACIÓN DE AUDIO,0.776,ALTA,False
Acompañantes domiciliarios,ACOMPAÑANTE DE ANCIANOS,0.735,ACOMPAÑANTE SOCIAL,0.727,ALTA,False
5213,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Avaluadores y Liquidadores de Seguros,LIQUIDADOR DE SEGUROS / LIQUIDADORA DE SEGUROS,0.856,AVALUADOR Y LIQUIDADOR DE SEGUROS / AVALUADORA Y LIQUIDADORA DE SEGUROS,0.717,ALTA,False
9413,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Tuberos,YOUTUBER,0.667,BOOKTUBER,0.625,MEDIA,False
Gerentes de ingeniería,DELINEANTE DE INGENIERÍA,0.926,AGENTE DE VENTAS DE INGENIERÍA,0.869,ALTA,False
Aseadores y servicio doméstico,AUXILIAR DE CORREOS Y SERVICIO POSTAL,0.727,EMPLEADO DE SERVICIO DOMÉSTICO / EMPLEADA DE SERVICIO DOMÉSTICO,0.722,ALTA,False
0811,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.039,BAJA,True
"Contratistas y Supervisores, Moldeo, Forja y Montaje de Estructuras Metálicas",OPERARIO DE MOLDEO FORJA Y MONTAJE DE ESTRUCTURAS METÁLICAS / OPERARIA DE MOLDEO FORJA Y MONTAJE DE ESTRUCTURAS METÁLICAS,1.064,OPERARIO DE MONTAJE DE ESTRUCTURAS METÁLICAS / OPERARIA DE MONTAJE DE ESTRUCTURAS METÁLICAS,0.809,ALTA,False
6313,ANIMADOR 3D / ANIMADORA 3D,0.138,DISEÑADOR 3D / DISEÑADORA 3D,0.129,BAJA,True
6364,MONTAJISTA 360,0.222,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
8471,ÑEQUERA,0.0,ÁRBITRO DEPORTIVO / ÁRBITRA DEPORTIVA,0.0,BAJA,True
Supervisores de procesamiento de la madera y producción de pulpa y papel,OBRERO Y AYUDANTE EN EL PROCESAMIENTO DE LA MADERA Y PRODUCCIÓN DE PULPA Y PAPEL / OBRERA Y AYUDANTA EN EL PROCESAMIENTO DE LA MADERA Y PRODUCCIÓN DE PULPA Y PAPEL,1.038,SUPERVISOR DE PROCESAMIENTO DE PULPA / SUPERVISORA DE PROCESAMIENTO DE PULPA,0.935,ALTA,False
Auxiliares técnicos en electrónica,AUXILIAR DE PRUEBAS EN ELECTRÓNICA,0.865,AUXILIAR TÉCNICO EN ELECTRÓNICA / AUXILIAR TÉCNICA EN ELECTRÓNICA,0.733,ALTA,False
Sommeliers,SOMMELIER,0.947,NOVELISTA,0.526,ALTA,False
Rayadores de caucho,RAYADOR DE CAUCHO / RAYADORA DE CAUCHO,0.707,AYUDANTE DE ARCHIVO,0.632,ALTA,False
Controladores de Tráfico Ferroviario y Marítimo,CONTROLADOR DE TRÁFICO MARÍTIMO / CONTROLADORA DE TRÁFICO MARÍTIMO,0.861,CONTROLADOR DE TRÁFICO AÉREO / CONTROLADORA DE TRÁFICO AÉREO,0.704,ALTA,False
Supervisores de Impresión y Ocupaciones Relacionadas,SUPERVISOR DE IMPRESIÓN / SUPERVISORA DE IMPRESIÓN,0.753,SUPERVISOR DE ACABADO DE IMPRESIÓN / SUPERVISORA DE ACABADO DE IMPRESIÓN,0.669,ALTA,False
0113,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Informadores turísticos,INFORMADOR TURÍSTICO / INFORMADORA TURÍSTICA,0.636,INTERPRETE TURÍSTICO LOCAL,0.612,MEDIA,False
6251,MONTAJISTA 360,0.111,ANIMADOR 2D / ANIMADORA 2D,0.069,BAJA,True
Médicos especialistas,MÉDICO ESPECIALISTA / MÉDICA ESPECIALISTA,0.656,ESPECIALISTA EN RIEGOS,0.605,MEDIA,False
Auxiliares de laboratorio clínico,AUXILIAR DE LABORATORIO CLÍNICO,1.169,AYUDANTE DE LABORATORIO CLÍNICO,1.044,ALTA,False
Supervisores de procesamiento de alimentos y bebidas,AYUDANTE DE PROCESAMIENTO DE ALIMENTOS Y BEBIDAS,1.14,AYUDANTE EN PRODUCCIÓN Y PROCESAMIENTO DE ALIMENTOS Y BEBIDAS,1.043,ALTA,False
Técnicos en biblioteca,AYUDANTE DE BIBLIOTECA,0.736,AUXILIAR DE BIBLIOTECA,0.736,ALTA,False
7321,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
6647,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
4213,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Operadores de Máquinas y Trabajadores Relacionados con la Fabricación de Calzado y Marroquinería,OPERADOR DE MÁQUINA DE FABRICACIÓN DE CALZADO / OPERADORA DE MÁQUINA DE FABRICACIÓN DE CALZADO,0.782,OPERADOR DE MÁQUINA DESBASTADORA PARA LA FABRICACIÓN DE CALZADO / OPERADORA DE MÁQUINA DESBASTADORA PARA LA FABRICACIÓN DE CALZADO,0.778,ALTA,False
2124,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
Otros Gerentes de Administración Pública,PERSONAL DIRECTIVO DE LA ADMINISTRACIÓN PÚBLICA,0.89,PROFESIONAL EN POLÍTICAS DE ADMINISTRACIÓN,0.734,ALTA,False
Despachadores de aeronaves,ELECTRICISTA DE AERONAVES,0.727,DESPACHADOR DE AERONAVES / DESPACHADORA DE AERONAVES,0.723,ALTA,False
2115,ANIMADOR 2D / ANIMADORA 2D,0.069,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.043,BAJA,True
Ingenieros Navales,INGENIERO NAVAL / INGENIERA NAVAL,0.64,DELINEANTE DE INGENIERÍA NAVAL,0.583,MEDIA,False
Oficiales de las fuerzas militares,SUBOFICIAL DE LAS FUERZAS MILITARES,1.128,OFICIAL FUERZAS MILITARES,1.047,ALTA,False
Ensambladores e Inspectores de Aparatos y Equipo Eléctrico,ENSAMBLADOR DE APARATOS ELÉCTRICOS / ENSAMBLADORA DE APARATOS ELÉCTRICOS,0.689,INSPECTOR DE FABRICACIÓN DE EQUIPO ELÉCTRICO / INSPECTORA DE FABRICACIÓN DE EQUIPO ELÉCTRICO,0.643,MEDIA,False
Supervisores de Producción Agrícola,SUPERVISOR DE PRODUCCIÓN AGRÍCOLA / SUPERVISORA DE PRODUCCIÓN AGRÍCOLA,0.835,AUXILIAR DE PRODUCCIÓN GRÁFICA,0.746,ALTA,False
"Operadores de máquinas de tintura, acabado textil y prendas","OPERADOR DE MÁQUINAS DE TINTURA, ACABADO TEXTIL Y PRENDAS / OPERADORA DE MÁQUINAS DE TINTURA, ACABADO TEXTIL Y PRENDAS",1.147,OPERADOR DE MÁQUINA DE TINTURA Y ACABADO DE TEXTILES / OPERADORA DE MÁQUINA DE TINTURA Y ACABADO DE TEXTILES,0.806,ALTA,False
Electricistas Industriales,ELECTRICISTA INDUSTRIAL,0.939,ELECTRICISTA DE INDUSTRIA PETROLERA,0.787,ALTA,False
Administradores de Comunidades Virtuales,ADMINISTRADOR DE COMUNIDADES VIRTUALES / ADMINISTRADORA DE COMUNIDADES VIRTUALES,0.839,ADMINISTRADOR DE CIRCO / ADMINISTRADORA DE CIRCO,0.644,ALTA,False
Técnicos investigadores criminalísticos y judiciales,TÉCNICO INVESTIGADOR CRIMINALÍSTICO / TÉCNICA INVESTIGADORA CRIMINALÍSTICA,0.688,TÉCNICO INVESTIGADOR CRIMINALÍSTICO Y JUDICIAL / TÉCNICA INVESTIGADORA CRIMINALÍSTICA Y JUDICIAL,0.653,MEDIA,False
6611,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Ayudantes y Obreros de Construcción,AYUDANTE DE CONSTRUCCIÓN,0.914,AYUDANTE DE PINTURA DE CONSTRUCCIÓN,0.871,ALTA,False
6374,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Gerentes de Restaurantes y Servicios de Alimentos,GERENTE DE RESTAURANTES Y SERVICIOS DE ALIMENTOS / GERENTA DE RESTAURANTES Y SERVICIOS DE ALIMENTOS,0.953,AGENTE DE VENTAS Y SERVICIOS DE AEROLÍNEA,0.811,ALTA,False
Otras Ocupaciones Profesionales en Diagnóstico y Tratamiento de la Salud nca,DIRECTOR ASOCIACIÓN DE PROFESIONALES / DIRECTORA ASOCIACIÓN DE PROFESIONALES,0.67,CAPATAZ DE PLANTA DE TRATAMIENTO DE LA MADERA,0.629,MEDIA,False
Técnicos en construcción y arquitectura,TÉCNICO EN CONSTRUCCIÓN Y ARQUITECTURA / TÉCNICA EN CONSTRUCCIÓN Y ARQUITECTURA,0.85,TÉCNICO DE CONSTRUCCIÓN / TÉCNICA DE CONSTRUCCIÓN,0.744,ALTA,False
0112,MONTAJISTA 360,0.111,ANIMADOR 2D / ANIMADORA 2D,0.069,BAJA,True
Abogados,ABOGADO / ABOGADA,0.583,BRIGADISTA,0.556,MEDIA,True
Transcriptores y relatores,RELATOR / RELATORA,0.651,TRANSCRIPTOR / TRANSCRIPTORA,0.642,MEDIA,False
Extensionistas agropecuarios,EXTENSIONISTA AGRÍCOLA,0.76,EXTENSIONISTA AGROPECUARIO / EXTENSIONISTA AGROPECUARIA,0.659,ALTA,False
Supervisores de impresión y ocupaciones relacionadas,SUPERVISOR DE IMPRESIÓN / SUPERVISORA DE IMPRESIÓN,0.753,SUPERVISOR DE ACABADO DE IMPRESIÓN / SUPERVISORA DE ACABADO DE IMPRESIÓN,0.669,ALTA,False
2272,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
Obreros Agropecuarios,CAPATAZ AGROPECUARIO,0.634,OBRERO AGROPECUARIO / OBRERA AGROPECUARIA,0.623,MEDIA,False
2172,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
9415,ÑEQUERA,0.0,ÁRBITRO DEPORTIVO / ÁRBITRA DEPORTIVA,0.0,BAJA,True
Otros Reparadores nca,JOYERO REPARADOR / JOYERA REPARADORA,0.571,REPARADOR DE RADIO / REPARADORA DE RADIO,0.533,MEDIA,True
Miembros del Poder Ejecutivo y Legislativo,MIEMBRO DEL PODER EJECUTIVO Y LEGISLATIVO,1.288,MIEMBRO DEL PODER LEGISLATIVO,1.017,ALTA,False
0511,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.039,BAJA,True
9344,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
"Maestros generales de obra y supervisores de construcción, instalación y reparación",SUPERVISOR DE CONSTRUCCIÓN INSTALACIÓN Y REPARACIÓN / SUPERVISORA DE CONSTRUCCIÓN INSTALACIÓN Y REPARACIÓN,0.845,AUXILIAR TÉCNICO DE SERVICIOS GENERALES DE REPARACIÓN E INSTALACIÓN / AUXILIAR TÉCNICA DE SERVICIOS GENERALES DE REPARACIÓN E INSTALACIÓN,0.759,ALTA,False
3171,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Ayudantes de Cocina y Cafetería,AYUDANTE DE COCINA Y CAFETERÍA,1.184,AYUDANTE DE COCINA FRÍA,0.952,ALTA,False
1371,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Contratistas y Supervisores de Electricidad y Telecomunicaciones,SUPERVISOR DE ELECTRICIDAD Y TELECOMUNICACIONES / SUPERVISORA DE ELECTRICIDAD Y TELECOMUNICACIONES,0.784,ANALISTA DE SISTEMAS EN TELECOMUNICACIONES,0.685,ALTA,False
Otras Ocupaciones Elementales de las Ventas,REPRESENTANTE DE VENTAS,0.676,ASISTENTE DE AMBULANCIA Y OTRAS OCUPACIONES PARAMÉDICAS / ASISTENTA DE AMBULANCIA Y OTRAS OCUPACIONES PARAMÉDICAS,0.639,MEDIA,False
Oficiales de policía,OFICIAL DE POLICÍA,1.047,SUBOFICIAL DE POLICÍA,0.978,ALTA,False
Expertos forestales,EXPERTO FORESTAL / EXPERTA FORESTAL,0.679,VIVERISTA FORESTAL,0.649,MEDIA,False
Operarios de Mantenimiento -Instalaciones de Abastecimiento de Agua y Gas,OPERARIO DE MANTENIMIENTO DE INSTALACIONES DE ABASTECIMIENTO DE AGUA Y GAS / OPERARIA DE MANTENIMIENTO DE INSTALACIONES DE ABASTECIMIENTO DE AGUA Y GAS,1.14,TRABAJADOR DE MANTENIMIENTO DE PLANTA DE ABASTECIMIENTO DE AGUA / TRABAJADORA DE MANTENIMIENTO DE PLANTA DE ABASTECIMIENTO DE AGUA,0.837,ALTA,False
Supervisores de fabricación de muebles y accesorios,SUPERVISOR DE FABRICACIÓN DE MUEBLES Y ACCESORIOS / SUPERVISORA DE FABRICACIÓN DE MUEBLES Y ACCESORIOS,0.945,SUPERVISOR DE FABRICACIÓN DE MUEBLES / SUPERVISORA DE FABRICACIÓN DE MUEBLES,0.898,ALTA,False
"Supervisores, Procesamiento de Alimentos, Bebidas y Tabaco",AYUDANTE DE PROCESAMIENTO DE ALIMENTOS Y BEBIDAS,1.031,AYUDANTE EN PRODUCCIÓN Y PROCESAMIENTO DE ALIMENTOS Y BEBIDAS,0.967,ALTA,False
6212,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
9311,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
